#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
pion -1 -191.76 -148.427 177.276
muon 1 -135.801 -42.5103 -139.777
muon -1 -222.476 246.214 -190.887
muon 1 -158.335 18.1287 16.1681
electron 1 102.76 206.119 41.4204
muon -1 -57.3603 -22.9741 -244.772
electron -1 -87.0158 -53.0283 96.3085
electron -1 183.943 -12.7646 142.301
muon -1 169.064 206.23 163.017
muon -1 -185.971 -4.05273 115.33
muon -1 -94.3994 73.766 -89.8195
muon -1 220.786 -156.586 48.1785
electron 1 215.89 -129.071 37.3223
electron 1 206.093 -209.209 35.0469
electron 1 214.765 -168.422 190.595
pion 1 98.3194 44.622 197.382
muon -1 140.868 179.106 238.157
muon 1 -206.95 218.604 181.841
muon 1 218.187 -6.64058 -31.8536
pion 1 -208.655 173.802 194.455
muon 1 177.124 -203.969 -128.523
pion 1 -81.6398 -153.652 -22.2994
muon -1 -59.6417 -20.7144 -51.9075
pion 1 109.514 179.296 -188.547
muon -1 72.488 84.2062 190.857
muon -1 -219.224 130.505 -87.6313
electron 1 98.9327 -239.838 -84.6357
pion 1 191.906 -136.443 46.664
muon 1 -8.83494 84.4898 247.206
pion -1 -2.7777 41.3885 68.2602
muon -1 -7.82584 -189.139 87.8447
muon 1 183.296 185.067 211.162
electron 1 -73.8054 31.8845 -21.01
electron 1 7.90521 222.082 27.1565
muon 1 31.8023 79.7405 -120.945
pion 1 215.141 -154.774 -159.762
pion -1 32.5806 -116.041 -93.4644
muon -1 27.2247 194.687 172.055
pion -1 -163.15 228.55 27.1021
electron 1 -4.54315 -190.483 43.6621
electron 1 -19.6779 -53.8163 -197.751
muon 1 10.284 101.326 -220.245
electron -1 -204.049 185.669 240.24
electron -1 183.799 -228.954 -146.624
electron -1 72.8234 155.181 -114.57
electron -1 91.7604 -146.8 -163.92
muon 1 -100.021 122.291 241.171
pion 1 21.8786 179.401 2.01633
pion 1 56.9623 226.639 70.6036
muon -1 21.8067 209.3 -221.341
muon -1 -234.432 -236.448 -213.106
electron 1 -150.329 -159.473 -163.78
muon 1 -77.5839 59.274 -214.554
pion -1 190.039 -24.2591 -179.928
pion 1 -114.768 36.2986 -48.2134
electron 1 -102.121 -199.553 -189.94
electron -1 -63.0645 184.746 -181.245
pion -1 198.246 234.889 -100.26
electron 1 40.5025 -55.9294 -116.87
electron 1 -113.63 183.459 -107.767
muon 1 25.1594 246.111 106.599
pion 1 -25.222 -225.222 -81.6614
pion -1 60.4941 -211.856 -90.8622
electron -1 128.72 -37.6905 -164.165
muon 1 -6.30455 93.2714 127.216
muon -1 69.236 134.993 -116.389
pion 1 91.2838 -233.669 24.9768
pion 1 176.709 56.5008 -1.79509
pion 1 -62.3756 26.6959 12.1383
muon -1 -72.9591 -15.6268 171.307
electron -1 71.2887 -82.1608 -9.62285
electron 1 132.721 192.607 -49.1579
muon -1 -184.124 -1.03117 -8.75639
muon 1 116.106 182.717 -74.3025
muon -1 -152.154 191.283 209.468
pion 1 138.568 -31.8885 133.473
pion -1 -56.0411 -124.112 104.258
pion -1 140.162 65.1121 -5.54319
muon 1 214.264 52.3077 -94.981
pion -1 -54.0249 196.915 63.4196
pion 1 -44.685 -33.2084 -178.474
electron -1 -132.999 62.1069 -245.397
electron -1 85.5669 -153.898 46.9199
pion 1 171.468 -108.16 113.671
muon -1 233.896 -162.747 73.3075
muon -1 23.823 -92.0909 160.49
pion -1 -189.61 14.7272 125.096
muon 1 -245.899 16.4054 45.3215
pion -1 142.417 -171.224 -0.336185
electron 1 90.6223 125.195 -240.2
muon 1 85.3346 217.678 -95.2333
muon 1 -157.424 47.9607 195.192
muon -1 -84.0979 -246.473 168.619
electron -1 -207.297 115.004 18.6515
electron -1 -109.545 166.777 63.625
pion 1 -57.5506 -213.324 108.596
pion 1 -29.489 -178.606 -226.581
muon -1 -189.234 211.786 20.509
muon -1 -92.2729 -70.1004 -9.51402
muon -1 -151.341 223.553 17.9181
pion -1 61.5172 210.161 -50.7731
electron 1 -113.639 229.017 -145.463
electron 1 -86.2176 198.644 228.391
muon -1 180.716 84.1808 38.4085
pion 1 211.466 -71.1925 -120.819
pion -1 -226.352 -206.308 -58.7881
muon -1 225.56 -176.644 -89.757
pion -1 54.3183 -129.156 -221.138
pion 1 -162.424 195.876 31.01
muon -1 -206.726 -45.969 187.032
pion -1 211.353 -2.66249 204.07
pion -1 50.6928 10.0919 -45.7944
electron 1 238.461 -40.0714 -155.922
muon -1 -211.657 170.331 112.852
muon -1 -151.25 -234.259 64.3557
muon -1 151.457 -163.743 -205.325
electron 1 -142.492 30.9847 -12.5323
muon -1 218.886 -224.421 -184.606
muon -1 -179.127 -205.336 188.583
pion 1 165.509 -62.1053 197.662
muon -1 86.7525 79.8835 74.8583
electron 1 -157.88 36.6056 95.5594
muon -1 -204.867 218.876 122.847
pion -1 -138.4 -101.965 51.9582
electron 1 -60.3669 178.269 27.2919
muon -1 -46.5982 54.3317 -147.377
muon -1 22.9517 -95.9321 -29.3001
pion 1 152.782 -209.477 129.089
electron 1 91.7275 103.58 143.315
pion 1 -220.868 219.746 240.008
pion -1 -93.3656 116.718 -9.98797
pion -1 239.331 -156.64 -55.2422
muon 1 -147.369 -1.40746 -213.699
pion 1 146.626 -141.916 109.27
electron 1 -35.7251 -57.0458 -89.3944
electron -1 56.8001 154.943 67.299
pion 1 66.7127 -50.6839 120.077
pion 1 -177.926 104.743 -242.759
pion -1 -53.1794 -120.007 208.532
pion 1 123.595 11.28 44.2277
electron -1 -119.948 80.5914 192.242
electron 1 -15.0605 140.588 230.57
pion -1 68.2835 55.341 -34.0031
electron 1 64.3727 141.4 -207.975
muon -1 -15.1261 -158.985 -79.1216
muon -1 19.5868 23.3761 113.148
electron 1 56.2565 -103.067 92.3788
muon -1 -36.245 -243.838 186.271
pion -1 -0.287838 -134.375 13.3423
muon -1 85.0412 63.6385 -68.666
pion -1 -89.4082 76.3276 19.3894
muon 1 180.53 -169.662 76.67
pion 1 -160.302 -197.355 79.8331
muon -1 187.382 -28.8949 31.839
pion 1 -187.635 -129.816 33.8317
electron 1 15.8033 -165.879 219.117
pion -1 113.255 118.856 97.8895
muon 1 -200.986 59.6164 -97.1171
electron -1 -189.193 -115.436 188.397
muon -1 -90.8087 -122.222 -75.7828
electron 1 -6.475 -202.853 -62.7232
muon 1 -197.633 -89.0009 -184.63
pion -1 5.14752 -149.495 63.7386
electron -1 -205.826 -119.02 86.4762
electron -1 -143.086 34.296 -134.914
muon -1 -124.097 193.426 -138.305
electron 1 102.961 -152.828 -46.8647
muon 1 184.739 26.2666 -181.868
muon -1 152.039 164.542 -197.457
electron 1 -42.7831 152.074 -23.6801
muon -1 -121.805 203.887 -53.1352
muon 1 -215.544 -83.479 223.849
muon -1 -60.429 -223.667 -215.395
pion -1 -249.875 150.993 32.7758
electron -1 -87.9122 -7.99102 -54.3583
pion -1 -243.177 -34.3051 -29.4513
muon -1 156.059 62.524 171.23
pion -1 -125.912 -41.943 73.877
pion 1 130.656 160.037 93.5949
electron -1 -73.6117 218.019 110.45
pion 1 182.615 -240.85 -190.98
muon -1 200.139 176.576 201.579
muon -1 -61.215 79.6204 -190.19
muon 1 118.103 148.285 178.5
muon -1 129.745 103.018 -83.4945
electron 1 -93.2235 -75.4669 205.699
pion -1 -208.55 1.77 63.755
electron 1 233.965 -163.302 64.3441
electron -1 -164.073 -192.389 54.4201
muon 1 -168.138 67.2859 -126.645
muon 1 -134.238 -102.867 62.1299
electron -1 146.8 117.559 216.461
muon 1 30.622 53.2218 -27.5155
muon 1 207.873 201.622 38.4669
electron -1 182.029 -246.567 146.835
muon -1 -42.4873 212.839 -102.351
muon -1 -235.504 10.0593 120.134
muon -1 216.991 89.6363 92.7978
electron 1 -91.6841 -165.095 -68.1686
muon 1 -143.615 -57.6673 -13.7733
electron 1 -19.5948 7.25422 17.7929
pion 1 209.731 39.6378 30.2366
electron 1 73.4445 201.723 -0.027661
electron -1 95.2559 -103.998 -24.354
pion 1 65.6667 86.6791 -40.0522
muon 1 -157.663 -147.392 -31.8741
electron -1 109.568 -65.8396 -234.22
pion -1 -68.1538 110.218 -113.013
pion -1 -150.172 36.105 136.097
pion 1 -97.4276 -120.895 65.3506
muon 1 97.218 118.815 -69.4665
electron -1 -88.5478 116.032 204.477
pion -1 149.606 82.7473 195.4
muon 1 -138.066 41.8572 201.273
muon 1 -33.9369 -85.4912 59.9963
muon -1 186.872 -237.617 249.032
muon -1 -5.7323 62.0649 5.97305
muon 1 -7.89155 -61.8607 8.97105
pion 1 52.1661 -137.234 98.6255
pion 1 -92.2799 29.4224 5.59186
muon -1 78.2907 -222.297 225.942
electron 1 -204.64 -31.597 -226.439
pion 1 -133.298 58.3134 109.645
muon -1 -29.3794 20.8664 -67.5664
muon -1 -12.0422 -246.552 -0.345522
muon 1 -181.156 154.48 -16.2214
electron 1 -111.186 -0.542892 199.868
muon -1 -236.097 40.9226 213.584
pion -1 -172.641 -123.648 215.059
electron 1 32.5395 -91.961 -182.417
muon -1 -172.105 249.978 -196.741
muon 1 105.472 112.754 52.4319
pion -1 -17.7615 -241.26 229.758
muon -1 -128.047 -170.002 90.9602
muon -1 201.794 100.68 -186.452
electron 1 22.9144 -7.6511 -26.4649
muon 1 -204.945 79.4244 -115.141
pion -1 -122.448 -188.922 -200.298
muon -1 -73.6605 114.922 -246.605
electron 1 157.463 -93.1038 162.206
electron 1 -45.902 -107.031 -18.7248
electron 1 99.1465 -141.848 -183.302
muon 1 -182.065 -76.5061 25.7181
pion 1 -40.9077 -226.755 209.372
electron 1 116.813 131.365 -56.8033
pion 1 87.6639 102.055 -199.519
electron -1 246.272 -52.1896 -14.4739
pion -1 212.967 190.156 100.875
muon -1 -51.3747 208.802 -95.4189
pion 1 80.8789 -39.8191 104.301
muon 1 -143.732 -224.638 -136.317
pion 1 43.6962 128.22 142.947
electron 1 -25.5341 115.75 108.939
muon -1 46.6696 23.9057 -224.116
muon -1 -125.551 -207.591 206.381
electron 1 112.157 -48.5746 -201.393
muon -1 -139.147 4.79257 -40.6178
muon 1 164.85 239.498 -189.796
muon 1 -73.9486 236.017 -198.603
electron 1 -160.925 -151.547 56.3404
electron 1 -98.268 -208.943 -204.624
pion -1 86.782 -177.17 71.734
muon 1 23.2109 -223.554 133.433
pion -1 57.0049 -161.814 -195.651
electron 1 -70.4556 -203.314 -89.5551
electron 1 -69.6183 208.026 112.179
muon -1 95.2862 -196.012 -222.497
muon -1 -5.78641 211.609 128.309
muon -1 -208.591 -139.769 -245.91
muon 1 33.4751 75.7316 116.568
muon -1 123.912 248.715 -146.854
muon 1 -231.174 -43.7243 -124.602
electron -1 -38.7608 97.6026 -2.77953
muon 1 -10.0394 -190.794 -202.409
muon 1 154.551 -128.5 -217.393
electron 1 22.4329 10.8429 55.7242
pion 1 192.35 -224.627 -107.836
pion 1 -175.303 -93.641 -237.311
pion -1 -113.676 23.7556 -88.2168
electron 1 -146.692 215.459 187.447
pion -1 -87.7473 -176.954 -214.719
electron 1 -73.9868 -26.536 -91.2803
muon 1 -187.684 -138.137 -134.343
muon -1 -4.52509 246.829 175.173
pion -1 108.616 162.729 -196.64
pion -1 45.955 -201.724 80.2698
pion 1 -78.4824 223.322 -100.333
muon 1 -212.835 -84.9753 -88.3751
pion -1 139.475 128.368 68.9309
muon -1 -202.336 138.702 157.236
muon 1 238.847 177.825 139.496
muon 1 62.1264 -90.9131 -222.819
muon 1 -12.085 40.2507 42.7373
muon -1 -127.496 209.212 220.016
pion 1 -13.0994 -232.504 -68.8852
pion 1 122.128 196.696 -159.761
muon 1 -56.0106 105.494 -189.227
muon -1 115.357 152.46 157.706
muon 1 -46.3878 -116.258 96.7301
pion 1 -190.974 -142.176 -129.807
muon -1 -120.416 177.771 -38.3185
muon 1 67.3183 121.327 -22.5926
muon 1 -43.6512 -198.606 108.037
electron 1 -227.472 -4.04936 46.2477
electron 1 165.671 194.251 54.6166
muon -1 -179.576 -132.477 -164.384
muon -1 157.233 -228.908 139.616
pion -1 -39.6398 97.4113 24.2106
electron -1 -100.11 77.8897 126.897
electron 1 12.0891 -196.583 237.227
pion 1 -98.9089 48.3457 -197.226
electron -1 195.41 113.806 -163.243
electron 1 190.987 -193.357 -74.9723
pion -1 -221.052 226.955 217.673
pion 1 -144.444 -17.1168 -59.6349
muon 1 -182.212 65.4535 -35.9883
muon 1 -79.8142 -177.23 -87.173
muon -1 -15.4237 -148.048 239.676
muon -1 -50.0633 116.492 39.9122
muon 1 -81.9554 120.781 -18.0015
electron -1 4.92946 -163.194 151.297
pion -1 -24.923 180.711 -173.548
electron -1 51.5853 46.449 -82.323
electron 1 112.146 -71.5591 215.674
pion -1 216.925 227.527 160.305
muon -1 -247.794 4.66288 -51.955
electron -1 225.017 -217.741 -194.584
pion 1 21.0987 58.5616 -28.1916
pion 1 -160.108 -230.739 152.9
pion 1 124.216 -243.506 3.86585
pion -1 -27.1778 175.906 175.069
muon 1 -245.035 -231.077 80.8757
pion -1 -86.3373 98.1068 -152.564
muon -1 84.4581 97.3667 121.07
pion -1 170.47 182.919 123.737
muon 1 77.6747 172.405 90.7765
pion -1 227.828 -13.3719 72.7482
pion -1 -211.249 -79.8475 -237.685
electron 1 118.784 -55.5912 70.5634
muon -1 -83.4903 186.378 -113.965
pion -1 63.4539 149.885 237.915
pion 1 -0.697477 49.6057 112.006
muon 1 204.666 37.2503 109.145
pion 1 6.06446 -55.4856 -172.587
muon 1 -169.514 96.5965 67.329
electron 1 -126.486 -99.5705 -21.0903
pion 1 -230.336 -92.4408 -23.1328
muon -1 -131.573 -48.4183 9.84288
pion -1 166.077 -192.67 103.644
pion -1 -91.0343 -128.845 -55.1088
pion 1 -159.093 -13.8822 159.87
muon 1 25.915 74.5471 63.2891
muon -1 184.267 -78.5199 -173.077
muon -1 136.689 37.4847 105.066
pion -1 -38.2564 36.3429 161.105
muon -1 -165.545 45.7757 161.351
pion 1 61.9423 -221.054 102.101
muon -1 99.1314 63.0356 219.137
pion -1 242.85 5.24043 121.356
muon -1 45.8264 35.0918 -0.158011
muon -1 -208.322 -113.913 5.7484
muon -1 -177.481 -92.2693 -137.979
electron 1 206.885 40.3924 213.783
electron -1 96.3332 -82.2196 -219.882
electron -1 118.546 -231.865 47.6477
electron -1 -240.347 236.88 79.4124
muon 1 48.2668 -220.419 32.3042
pion -1 -142.347 111.1 -45.3006
pion -1 34.3613 -98.2325 -65.5878
pion -1 222.616 167.67 -10.4971
muon -1 -134.454 -191.742 9.5015
pion 1 248.053 -69.5914 -144.38
pion 1 -117.144 -104.823 -208.153
muon -1 47.0552 -220.553 -138.686
pion -1 102.776 -172.839 246.553
muon -1 172.91 -226.784 208.023
electron -1 158.141 34.3384 171.705
pion -1 -79.245 137.109 138.301
electron 1 -204.933 -82.3044 239.59
electron -1 151.657 -148.73 189.372
pion 1 -32.9142 -143.056 82.5083
electron -1 16.5681 167.305 177.942
electron -1 166.109 20.895 1.9135
muon -1 242.216 -23.9072 188.8
muon 1 -218.14 -40.0066 31.82
pion -1 -212.309 122.036 -75.6646
muon -1 69.8051 86.1019 231.754
muon -1 116.684 36.4787 -172.306
muon 1 -61.0916 87.7192 54.9947
electron -1 -64.0836 12.1339 178.13
muon -1 197.881 141.69 207.113
pion -1 -193.892 201.582 103.233
pion 1 191.591 219.781 -206.567
electron -1 186.512 -224.096 111.893
pion 1 -204.303 8.71238 175.938
muon -1 160.545 -63.1637 -6.03447
electron -1 75.1609 73.8026 -178.007
muon 1 111.911 234.304 -231.773
electron -1 40.0892 242.198 223.655
muon -1 -238.441 90.2533 -245.921
electron 1 -154.619 -21.579 -150.354
muon -1 -187.733 186.802 -62.2027
electron 1 -25.7849 45.9595 184.569
electron 1 -107.777 236.35 64.6189
electron -1 221.012 156.956 153.529
muon -1 38.1409 -22.798 49.9852
pion -1 35.5468 -192.8 191.253
electron -1 -179.203 45.4752 -232.942
electron -1 2.39111 -59.4465 -36.3335
pion -1 40.5102 -166.095 -198.31
muon -1 221.296 -185.083 204.573
muon -1 -17.143 164.787 203.164
electron -1 235.022 -216.09 64.3088
electron 1 -224.468 92.053 -185.232
muon -1 -230.3 18.9414 15.868
electron 1 196.433 137.692 207.316
electron 1 -231.978 -229.932 -153.437
electron 1 139.758 247.174 -22.5825
muon -1 -74.1908 136.45 -113.971
muon 1 166.822 -71.5594 -225.258
pion 1 162.287 9.63281 180.156
muon 1 230.322 237.371 29.1398
electron 1 -70.0483 85.687 126.802
electron -1 -27.1875 -15.9713 206.87
pion -1 85.3023 9.23126 228.722
muon -1 22.8336 -60.0756 96.9046
electron 1 83.777 3.45909 -132.969
muon 1 108.322 -241.346 -40.4054
muon -1 -59.2196 -199.373 127.339
muon -1 -106.625 79.6597 173.305
pion -1 76.3959 -111.761 150.39
pion 1 -34.2378 9.19945 19.2972
pion 1 121.521 179.171 89.6042
muon 1 155.816 -140.563 -231.177
muon -1 132.198 191.14 -216.219
muon 1 188.744 -82.9218 -6.3716
pion -1 -17.735 194.719 119.472
pion -1 -20.9715 74.4886 -6.28209
muon 1 3.49135 20.9895 198.379
muon 1 -112.792 152.404 -227.735
electron -1 -126.411 21.34 0.23305
electron 1 217.517 97.4735 109.787
muon -1 114.048 89.7621 168.047
muon -1 129.782 21.0268 100.661
pion -1 197.35 -118.407 131.184
pion -1 -158.262 -221.77 135.362
muon 1 25.0683 -174.909 48.7081
pion -1 -21.4783 -152.123 204.767
electron 1 -189.917 84.9693 93.2851
electron 1 -205.696 -5.78817 102.237
electron -1 221.513 -118.28 -221.702
muon -1 -64.1624 153.922 202.843
pion -1 -131.9 164.374 -119.607
pion 1 103.925 152.278 -168.562
pion 1 -163.131 -36.5324 -109.668
electron 1 -36.5602 -40.9328 217.871
muon -1 14.649 -136.749 122.952
electron -1 80.3532 -42.7697 -36.2797
electron 1 -13.519 -247.262 -5.07127
muon -1 -149.176 194.973 165.931
electron -1 -117.977 -104.849 17.3325
muon -1 132.12 156.757 -35.6102
pion 1 234.527 -202.633 -28.7231
pion 1 224.123 -218.864 140.044
muon -1 -84.2847 -178.252 108.181
muon -1 -132.218 40.0451 -207.046
pion 1 -227.166 -151.132 124.577
pion 1 59.4387 -191.354 165.806
pion -1 -164.973 116.947 -223.37
muon -1 -121.261 163.323 136.494
muon -1 160.98 -31.3231 90.2647
pion -1 81.5829 240.92 -34.0385
electron 1 -233.997 -93.4701 -129.945
pion -1 -121.895 230.435 -154.331
pion -1 -78.841 -235.53 150.168
electron -1 111.856 74.8342 -71.7912
muon -1 -59.0345 65.3073 -156.332
muon -1 -196.685 220.967 -103.873
pion -1 -211.7 146.021 -30.2422
pion -1 78.7066 53.9901 -92.6113
muon -1 -205.395 -219.102 210.035
muon -1 -5.63424 32.9474 -18.7083
electron -1 -193.763 -77.5403 -199.8
muon 1 121.991 62.0336 105.181
pion 1 -89.6931 74.9961 -48.8435
pion -1 -172.798 -1.1158 -27.86
muon -1 -200.936 -88.3055 136.207
muon 1 -91.0273 -42.1017 -143.653
muon -1 -62.2696 -66.84 -95.1137
electron -1 42.1352 29.6969 -92.0526
muon -1 8.50065 148.472 -195.72
pion -1 -46.0366 -242.608 -65.1028
pion 1 -242.975 -42.5126 -105.691
muon -1 73.9099 -198.59 -136.23
pion -1 -90.0735 7.75035 202.719
muon 1 -57.3902 -21.8595 61.5476
electron 1 4.46078 192.01 189.829
muon 1 155.061 -12.0606 132.684
muon 1 128.957 -28.2133 -72.6578
muon 1 -236.239 -72.165 -23.1223
muon -1 58.341 53.5609 -137.449
electron 1 -182.284 -241.872 69.6968
electron -1 -65.3971 196.338 76.787
pion -1 -138.589 -127.063 -213.928
electron -1 -73.6189 174.277 -176.644
muon 1 114.637 204.766 61.2279
pion -1 197.842 -40.3497 -217.069
electron -1 66.0705 -68.4066 80.1949
muon -1 182.099 114.867 -10.846
muon -1 70.8262 -59.3565 -61.8276
muon -1 -174.872 -67.5386 80.7412
electron 1 -194.781 -121.382 181.29
electron -1 2.4124 146.482 -135.12
pion -1 22.0079 -61.0855 -157.155
electron 1 -39.8831 126.537 169.256
electron -1 172.317 76.7968 88.27
pion -1 238.597 248.406 126.539
electron 1 243.758 53.3466 212.448
muon 1 -230.256 242.413 -129.831
muon -1 -203.506 249.801 28.0174
pion -1 -230.861 -90.8559 -132.502
pion 1 170.015 150.138 24.7193
muon 1 115.787 -189.582 -14.7766
pion -1 162.564 -91.2696 -136.864
muon 1 59.2203 180.904 216.509
electron -1 92.088 88.0159 -81.7043
pion -1 -22.5411 4.68357 -190.162
muon -1 166.255 -209.692 -32.568
muon 1 -134.005 -68.0272 117.633
pion -1 -93.7072 213.032 -105.97
muon 1 215.916 -72.8213 137.032
muon 1 67.9991 30.9016 -18.9681
electron 1 -22.3622 -205.771 -12.51
pion -1 127.226 -68.6127 188.094
muon 1 -157.598 178.249 -201.178
muon 1 54.1423 228.919 -175.946
muon -1 -107.965 -226.54 -231.086
muon 1 243.079 94.3939 -34.1032
muon 1 179.053 -168.673 194.23
muon -1 41.0972 -19.8094 66.357
pion -1 -66.3133 16.5987 37.7097
pion 1 209.128 -68.6258 198.818
electron 1 222.785 51.0333 111.048
pion -1 -242.225 18.016 69.0509
muon 1 -244.459 -239.441 9.49114
pion 1 -175.008 207.627 164.204
pion -1 163.842 70.2086 229.125
muon -1 32.1807 130.647 89.3345
pion -1 -101.987 222.696 204.052
pion 1 -112.2 152.33 32.0595
muon 1 18.0706 -223.064 148.226
pion -1 -75.3957 -177.237 -29.7035
muon -1 14.0899 -101.598 -0.780827
pion 1 -46.424 15.6292 104.385
electron -1 -21.2615 -211.99 232.744
electron 1 -56.4717 -173.909 90.5546
pion 1 -114.277 82.5406 49.1074
muon -1 -8.67383 129.202 227.806
muon 1 -134.231 114.612 106.638
muon -1 107.56 -56.83 180.006
muon -1 -51.3841 -177.909 -112.146
muon 1 16.4774 106.231 70.1101
pion -1 -132.502 173.158 142.944
muon -1 24.2203 -34.9644 37.779
pion -1 -115.443 -233.117 26.5325
muon -1 -123.045 -108.945 -61.2384
pion 1 -7.77288 -38.332 69.182
electron 1 -141.303 -79.7369 132.326
muon -1 63.7261 -175.88 -234.835
muon -1 -232.305 -224.845 234.175
muon 1 30.4501 3.87013 -56.7154
pion -1 45.8398 -21.1834 -151.931
muon 1 44.6418 -157.809 240.549
pion -1 -9.15132 -164.104 -135.139
muon -1 -7.62269 220.802 40.7861
pion -1 -116.71 125.133 124.966
muon 1 89.7434 -226.356 40.6316
electron -1 155.757 230.691 140.927
muon -1 18.2568 113.074 -5.08593
muon -1 -241.18 68.5172 29.2088
electron -1 -166.228 125.553 38.9548
muon -1 -154.508 128.026 -110.183
muon -1 172.991 -39.0149 106.593
pion 1 177.296 228.109 -109.081
pion -1 -131.622 119.924 -5.32776
electron 1 190.661 53.4287 35.4971
pion 1 -235.887 232.502 -33.8815
electron 1 -96.9328 -45.0792 247.092
electron 1 -88.1883 -58.625 223.079
electron -1 -110.817 -143.094 -127.181
muon 1 -61.5334 210.6 221.937
muon -1 29.7019 -238.353 106.984
muon -1 183.85 181.416 65.3622
electron -1 -148.188 -13.3451 -120.247
pion -1 -232.909 -136.136 -193.255
pion -1 168.603 94.226 -86.083
electron -1 96.9591 -70.6611 81.8699
electron 1 133.138 -237.303 -208.903
muon 1 -190.316 -57.2901 -108.128
electron -1 -249.16 215.518 77.7411
pion 1 158.956 172.043 75.0966
muon -1 -206.482 53.9937 -205.842
electron -1 -9.43678 -76.343 -181.245
pion 1 -248.999 132.917 -17.5708
muon -1 -40.8865 54.5023 94.8492
muon -1 -240.919 213.191 -109.436
muon 1 -49.3078 -178.458 106.414
pion -1 112.713 -33.9504 214.207
muon -1 75.9178 -124.158 23.2452
electron 1 197.36 -178.466 -107.202
pion 1 -237.394 67.6852 -113.09
muon 1 -201.873 -16.6594 -43.2349
pion -1 243.553 -172.165 -59.6156
pion 1 -152.031 211.032 -88.8844
electron -1 -27.7424 -67.4677 -20.5345
pion 1 245.853 -218.927 160.92
pion -1 -5.58374 11.2711 -84.3424
muon -1 -238.618 -201.711 -2.39931
electron 1 -47.6197 -6.62451 -109.367
pion -1 77.4885 -209.94 2.50622
muon -1 36.9987 -194.371 -123.839
muon -1 -31.0905 32.8645 199.93
muon -1 166.751 220.155 -17.1512
pion -1 13.3005 -16.0964 87.6401
muon 1 7.82077 -80.6668 208.365
muon 1 -144.801 -244.248 -49.4802
muon 1 56.0763 -215.871 -78.0273
muon 1 -29.813 -173.991 210.838
muon -1 28.5594 113.948 -200.312
muon -1 -79.2274 218.94 79.661
pion -1 235.272 200.501 33.2433
electron -1 196.863 -222.347 77.5092
electron 1 -62.3603 -63.0777 87.0036
pion -1 17.9722 22.273 -216.384
pion 1 93.2996 -171.465 135.022
muon -1 220.827 118.273 -242.31
pion 1 90.5698 -231.881 200.929
electron 1 -185.742 -81.488 180.824
electron 1 -201.569 229.671 -164.355
electron 1 88.6566 -29.2443 -97.4542
muon -1 64.4089 71.4756 -199.387
muon -1 -26.9249 180.039 245.456
electron 1 -30.0458 -181.942 143.416
electron -1 50.9693 141.43 247.809
electron -1 234.944 -125.055 75.6098
pion -1 -53.4334 -58.0752 7.70688
muon 1 90.7945 -194.426 221.431
muon 1 199.983 148.905 4.62755
electron 1 -58.7065 -241.949 -220.65
muon 1 -29.2197 -130.791 -106.36
electron 1 -52.326 -159.997 209.338
pion -1 105.21 119.177 -110.546
pion 1 -200.781 173.584 41.4526
pion 1 142.398 241.48 -64.6602
pion 1 -7.19842 -197.292 -67.6667
pion 1 151.283 238.86 -248.496
electron -1 79.379 139.446 -2.77497
pion -1 -16.081 34.5547 -131.304
muon 1 -176.268 -105.379 -179.153
pion -1 -18.3465 -23.6382 -151.394
pion -1 81.0758 50.7488 -172.639
electron -1 135.131 -70.5056 -202.66
electron -1 -205.7 -45.6561 131.993
pion 1 126.83 -55.3463 148.534
electron -1 -131.745 107.627 207.858
pion -1 164.615 68.7757 -112.238
muon 1 -181.944 70.2188 57.3409
muon -1 245.842 -77.5391 208.048
muon 1 132.027 -195.086 -86.7149
muon -1 201.711 61.0252 -129.362
muon -1 183.334 -162.946 0.0440888
pion -1 -43.5282 250 -193.089
electron -1 -48.5365 222.628 -5.6785
muon 1 -2.1485 206.801 50.1411
pion 1 175.982 218.803 -42.7726
muon -1 -218.992 -118.437 93.7965
pion -1 128.24 3.03414 232.978
muon 1 134.435 -66.1142 -18.8849
electron -1 -117.326 101.187 -209.552
pion 1 -125.735 -126.848 105.763
muon 1 -128.559 -163.714 0.95092
electron 1 -210.103 -17.0207 -61.5704
muon 1 121.105 189.929 81.4544
muon 1 -23.624 -28.4693 -57.3901
electron 1 -134.669 -114.633 87.5307
pion -1 -164.463 111.892 -194.534
electron 1 -208.924 -76.7459 -244.27
electron -1 146.091 156.136 86.2444
muon 1 7.72846 -56.1637 -134.418
electron 1 117.609 -88.4242 -226.799
electron -1 143.281 38.5788 -187.288
muon -1 122.977 -165.667 128.763
electron -1 -181.392 -80.9963 91.5342
electron 1 -111.74 -65.1568 163.904
pion -1 135.945 -59.005 216.912
pion -1 -95.1175 198.584 8.44372
electron 1 -197.164 145.564 -74.9249
electron -1 -13.6254 151.555 209.905
pion -1 228.439 20.6648 -22.2141
electron 1 23.3732 46.1081 30.7337
pion -1 -229.919 8.04977 46.6156
muon 1 -21.9571 59.9345 220.564
electron 1 -27.1036 -86.3417 145.381
muon 1 -97.7607 -58.6708 -103.724
pion 1 103.636 198.708 -214.417
pion -1 215.691 94.3265 148.688
muon -1 -198.775 -181.541 177.298
muon -1 -99.9272 -46.8601 -83.4568
muon -1 202.92 -193.598 137.066
muon -1 130.899 -151.329 166.717
muon -1 51.4554 -44.1725 -50.8212
